Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,72508137,2380739,5341235,780360,14302442,9750475,9
2022,80242536,5954901,3325191,804846,9876617,7369736,6
2021,20769419,970372,3143983,1071,4557747,1414835,3
2020,3585657,321594,2366296,2499,2799777,444463,1
2019,1907044,17552,945968,0,1068837,122869,1
2018,3215167,13000,542579,0,647896,105317,1
2017,2023968,35781,937334,0,1029650,92316,1
2016,1243970,4289,524885,0,581420,56535,1
2015,1548826,17588,329510,0,381756,52246,1
2014,331969,35355,117453,0,152110,34657,1
2013,9384,-898,14179,0,13481,-698,0
2023,4398703,341546,1103254,2096278,1109961,2129039,8
2022,4299048,802425,751515,1485020,1176114,1928918,8
2021,4814754,714003,1073456,1648689,1250945,1842260,9
2020,4745916,779774,739637,1409897,957509,1668453,9
2019,3053784,744004,847606,1242511,1447454,1889580,12
2018,3624948,717607,811467,1276601,749878,1233825,15
2017,3272910,558222,226403,481078,653148,919629,15
2016,2818261,414554,283213,470182,530938,736669,0
2015,2752177,420617,219827,387219,816012,983908,12
2014,2142742,192721,347224,411074,532088,563291,9
2013,1503216,99952,326767,157633,526237,370570,7
2012,1286997,60758,267063,116221,427003,270618,5
2011,753808,22976,139802,64195,270149,209861,3
2010,577527,117932,55593,75757,151402,186885,1
2009,281030,19688,136692,79870,109953,68953,0
2023,1667865,133384,515043,404298,334259,239185,3
2022,1517685,20727,700571,462548,359766,125149,3
2021,1367534,54301,779191,519044,350896,104422,5
2020,1450866,202908,549831,199558,403392,66700,5
2019,1038516,154818,698602,289806,259637,-136208,4
2018,802523,31951,733708,174832,263868,-291026,4
2017,762238,18166,688462,142099,168148,-372776,3
2016,309457,-61676,637668,168353,75313,-390943,2
2015,578329,-19498,532204,128452,70562,-329267,2
2014,436691,-99029,455878,75337,68203,-309769,2
2013,441689,-123754,413811,143668,56696,-210740,2
2012,292108,-66810,276078,162878,24950,-86986,2
2011,484807,-104534,233251,192850,19434,-20176,3
2010,325290,576,173461,210659,43557,84358,3
2009,301223,2123,200905,242888,38759,83782,2
2008,478172,54472,268880,249131,106291,86542,2
2007,338320,31870,29597,3750,57917,32070,1
2023,1623202,446990,333901,131880,649252,447231,9
2022,1329968,571962,439756,89957,912085,572202,4
2021,577207,395050,101968,72382,504616,475030,2
2020,118880,105448,1615,0,108595,106980,0
2019,2951,1332,1088,0,2620,1532,0
2023,1495966,11522,514915,62404,834813,382302,9
2022,1242384,274628,302621,62404,610997,370780,7
2021,1665256,304202,404539,98378,632313,326152,8
2020,3293077,4394,395486,144210,273226,21950,18
2019,617457,17056,202577,171867,48266,17556,12
2023,17496215,1255446,4418282,765317,7288277,3226919,7
2022,16096015,1428786,2429638,259841,4167945,1998148,9
2021,12918533,822679,2755017,311490,4163391,1719864,8
2020,9697034,723669,1348423,27096,2746665,1425338,7
2019,9596442,819469,1341346,44896,2350837,1054387,7
2018,7462028,483932,1148622,65268,1873143,789789,6
2017,6085516,354550,959140,81981,1475196,598037,6
2016,5175559,327473,729513,104447,1320064,694998,6
2015,3992976,272619,618239,367950,920909,670620,4
2014,2136117,123821,759419,266622,890798,398001,3
2013,2085316,204019,379062,275696,377546,274180,3
2012,1054095,-28002,545728,283813,332077,70162,0
2011,801789,119227,581041,410188,269017,98164,4
2010,181626,-38484,578945,417552,140331,-21062,4
2009,264772,23389,637793,456594,177176,17421,4
2008,99346,-11872,152173,31063,45249,-70468,4
2007,85915,121,137772,31063,48113,-58596,4
2006,60351,-22074,143589,35501,43708,-58852,3
2005,64470,3925,66838,0,30060,-36778,2
2023,77603028,7909794,20937532,8160761,33219196,19108812,90
2022,30788599,1874982,15362999,4264412,23746719,11199019,32
2021,18232187,1291210,5726039,2858466,12191610,9324037,24
2020,7476322,291998,3225646,2227420,9031053,8032827,20
2019,5299479,2845551,4059846,1234676,7225999,4400829,17
2018,4179577,881632,4604174,718500,5437325,1551651,12
2017,3703357,555625,3091337,285046,3476310,670019,8
2016,359893,103704,1209728,0,1323808,114394,6
2015,14595,9838,4741,0,177691,172950,1
2013,72576,21990,6275,0,168225,161950,2
2009,13007,6416,4316,0,172641,168325,2
2008,106077,85456,8459,0,170368,161909,3
2007,113455,75453,5299,0,81752,76453,3
